	doi	pmid	pmcid	id
8579	10.1124/jpet.112.193946	22588256		MED22588256
8580		25632651		MED25632651
8581	10.4103/0019-5154.139879	25284853	PMC4171916	MED25284853
8582	10.7860/jcdr/2014/8462.4679	25302187	PMC4190706	MED25302187
8583	10.1007/s13277-014-2488-6	25135431		MED25135431
8584	10.1016/j.urolonc.2012.05.009	22749690		MED22749690
8585	10.1038/s41467-017-01224-w	29079776	PMC5660089	MED29079776
8586	10.1080/14786419.2012.704375	22775243		MED22775243
8587	10.4137/ojcs.s16156	25512700	PMC4251059	MED25512700
8588	10.1002/chem.201201666	22807135		MED22807135
8589	10.1038/pr.2017.83	28355201	PMC5509507	MED28355201
8590	10.1371/journal.pone.0105350	25127032	PMC4134303	MED25127032
8591	10.4103/0972-124x.142457	25425824	PMC4239752	MED25425824
8592	10.2147/dddt.s78962	26089649	PMC4468954	MED26089649
8593	10.2147/opth.s59725	26089637	PMC4468985	MED26089637
8594	10.3389/fpls.2014.00421	25191336	PMC4140169	MED25191336
8595	10.1126/science.aah4629	27856904		MED27856904
8596	10.1159/000444711	26928973		MED26928973
8597	10.1007/s00894-012-1512-2	22772829		MED22772829
8598	10.12659/ajcr.896798	26897360	PMC4763797	MED26897360
8599	10.1016/j.jflm.2013.07.004	24112344		MED24112344
8600	10.1007/s11033-012-1723-8	22696188		MED22696188
8601	10.1042/bsr20171045	28821564	PMC5643738	MED28821564
8602	10.1586/14779072.2013.814867	23945013		MED23945013
8603	10.1007/s00484-012-0561-7	22689146		MED22689146
8604	10.1016/j.avsg.2011.12.015	22728106		MED22728106
8605	10.1007/s00408-014-9631-4	25119290		MED25119290
8606	10.2147/ott.s66809	25170273	PMC4145732	MED25170273
8607	10.1186/s13018-014-0075-6	25124047	PMC4237860	MED25124047
8608	10.1007/s13277-014-2464-1	25119597	PMC4244534	MED25119597
8609	10.1186/2047-9158-3-16	25114790	PMC4128611	MED25114790
8610	10.1177/0218492315589200	26048591		MED26048591
8611	10.3109/08958378.2012.684077	22642291		MED22642291
8612	10.1042/bsr20182196	31189740	PMC6620386	MED31189740
8613	10.3390/biom9070275	31336757	PMC6681521	MED31336757
8614	10.1186/1472-6882-14-243	25026962	PMC4223618	MED25026962
8615	10.1371/journal.pone.0102621	25025684	PMC4099365	MED25025684
8616	10.1016/j.clp.2012.04.010	22682378		MED22682378
8617	10.1155/2014/206062	25147838	PMC4134820	MED25147838
8618	10.1080/21645515.2017.1349046	28759297	PMC5647958	MED28759297
8619	10.1124/jpet.111.190918	22378937		MED22378937
8620	10.2174/1874325001408010242	25136392	PMC4136373	MED25136392
8621	10.2147/dhps.s67328	25092997	PMC4113308	MED25092997
8622	10.7554/elife.59795	33074103	PMC7593089	MED33074103
8623	10.1136/heartjnl-2011-301101	22397943		MED22397943
8624	10.1177/1753193410390136	21131686		MED21131686
8625	10.1042/bsr20170711	28821565	PMC5603754	MED28821565
8626	10.1089/ars.2011.4422	22364277		MED22364277
8627	10.1111/cen.13170	27484048		MED27484048
8628	10.1093/jnci/djw210	27628655		MED27628655
8629	10.2105/ajph.2015.302623	25973808		MED25973808
8630	10.1007/s10616-014-9763-7	25037728	PMC4698266	MED25037728
8631	10.1001/archdermatol.2012.418	22508774		MED22508774
8632	10.4103/1658-354x.136435	25191189	PMC4141387	MED25191189
8633	10.4103/1658-354x.136417	25191179	PMC4141377	MED25191179
8634	10.1089/gtmb.2012.0033	22587598		MED22587598
8635		22593442		MED22593442
8636	10.1007/s13277-014-2309-y	25023404		MED25023404
8637	10.1016/j.bbrc.2012.04.068	22548800		MED22548800
8638	10.4103/2141-9248.139321	25221706	PMC4160682	MED25221706
8639	10.3349/ymj.2014.55.4.1152	24954350	PMC4075380	MED24954350
8640	10.3109/02713683.2012.674610	22559822		MED22559822
8641		23259159		MED23259159
8642	10.1007/s11845-015-1300-y	25899527		MED25899527
8643	10.4103/0971-5851.142038	25336793	PMC4202618	MED25336793
8644		22593490		MED22593490
8645	10.1038/s41598-017-10991-x	28878261	PMC5587673	MED28878261
8646	10.1016/j.clindermatol.2013.01.007	23806157		MED23806157
8647	10.1155/2014/526391	25057492	PMC4098891	MED25057492
8648	10.1177/1753425916663311	27554054		MED27554054
8649	10.1016/j.cyto.2012.03.008	22507381		MED22507381
8650	10.1155/2014/243746	25050187	PMC4094861	MED25050187
8651	10.3389/fgene.2013.00123	23847650	PMC3696726	MED23847650
8652		25104996	PMC4124562	MED25104996
8653	10.1089/dna.2013.2253	24979649		MED24979649
8654	10.1371/journal.pone.0099630	24925287	PMC4055683	MED24925287
8655	10.3892/ijo.2012.1430	22504585		MED22504585
8656	10.1590/s0102-311x2012000500015	22641519		MED22641519
8657	10.1042/bsr20170743	28724603	PMC5587917	MED28724603
8658	10.1038/s41598-018-21331-y	29440698	PMC5811504	MED29440698
8659	10.1177/0025802413477397	23761433		MED23761433
8660	10.1017/s0317167100014797	23786753		MED23786753
8661	10.1038/s41598-017-10365-3	28855589	PMC5577205	MED28855589
8662	10.2119/molmed.2013.00086	24664237	PMC4069272	MED24664237
8663	10.1038/s41598-017-10966-y	28874794	PMC5585415	MED28874794
8664	10.2169/internalmedicine.51.6942	22504234		MED22504234
8665	10.3390/cells8060616	31248210	PMC6627427	MED31248210
8666	10.1089/dna.2011.1576	22468673		MED22468673
8667	10.1038/s41467-017-00508-5	28874658	PMC5585406	MED28874658
8668	10.1165/rcmb.2018-0219oc	30281332	PMC6397981	MED30281332
8669	10.1016/j.neulet.2012.04.034	22554904		MED22554904
8670	10.1038/sc.2014.98	24912547		MED24912547
8671	10.1038/s41598-017-11142-y	28878290	PMC5587756	MED28878290
8672	10.1007/s12029-012-9459-1	23180023		MED23180023
8673	10.1155/2014/479180	24987684	PMC4058490	MED24987684
8674	10.1038/s41598-017-06656-4	28831035	PMC5567239	MED28831035
8675	10.1080/14786419.2012.676546	22468631		MED22468631
8676	10.1371/journal.pone.0098560	24901713	PMC4047020	MED24901713
8677	10.1021/ja3012897	22444622		MED22444622
8678	10.1155/2015/731469	25893197	PMC4393929	MED25893197
8679	10.3389/fphar.2014.00137	24966835	PMC4052803	MED24966835
8680	10.1007/s10620-012-2108-5	22451114		MED22451114
8681	10.4187/respcare.01631	22418284		MED22418284
8682	10.1186/1746-1596-9-110	24903567	PMC4080768	MED24903567
8683	10.1186/2047-783x-19-31	24886751	PMC4091748	MED24886751
8684	10.1007/s00134-012-2481-8	22302027		MED22302027
8685	10.12932/ap0360.32.2.2013	25003729		MED25003729
8686	10.5717/jenb.2014.18.2.181	25566454	PMC4241915	MED25566454
8687	10.1155/2014/253713	24963504	PMC4052924	MED24963504
8688	10.1038/s41598-017-10027-4	28835671	PMC5569107	MED28835671
8689	10.3109/03639045.2012.665459	22409156		MED22409156
8690	10.1097/prs.0b013e3182402f17	22090250		MED22090250
8691	10.1515/tnsci-2015-0009	28123793	PMC4936618	MED28123793
8692	10.1111/j.1447-0756.2011.01754.x	22381128		MED22381128
8693	10.1182/blood-2013-01-480053	23802272	PMC3650701	MED23802272
8694	10.1016/j.jpurol.2014.12.014	25837705		MED25837705
8695	10.1038/ja.2012.3	22334238		MED22334238
8696	10.1016/j.bbrc.2016.07.031	27449609		MED27449609
8697	10.1016/j.bbrc.2012.02.006	22342981		MED22342981
8698	10.1111/j.1751-553x.2012.01411.x	22360771		MED22360771
8699	10.1111/j.1365-2249.2011.04542.x	22288591		MED22288591
8700	10.1042/bsr20170021	28655852	PMC5529202	MED28655852
8701	10.1038/s41380-019-0364-x	30733594	PMC6685773	MED30733594
8702	10.1177/0300060513479859	23628920		MED23628920
8703	10.3390/jfb6010104	25780874	PMC4384104	MED25780874
8704	10.1042/bsr20181635	30992390	PMC6522814	MED30992390
8705	10.3978/j.issn.2072-1439.2014.02.19	24822112	PMC4014997	MED24822112
8706		24784522		MED24784522
8707	10.1038/s41598-017-07882-6	28785038	PMC5547138	MED28785038
8708	10.1007/s10067-010-1565-5	20842514		MED20842514
8709	10.1016/j.ijpharm.2012.02.027	22387888		MED22387888
8710	10.1038/s41598-017-06353-2	28740094	PMC5524709	MED28740094
8711	10.1155/2014/571632	24860602	PMC4016879	MED24860602
8712		24876696	PMC4037802	MED24876696
8713	10.4238/gmr.15028261	27421008		MED27421008
8714	10.1002/pds.3208	22298504		MED22298504
8715	10.1016/j.envpol.2012.01.006	22306959		MED22306959
8716	10.1042/bsr20170710	28679648	PMC6435473	MED28679648
8717	10.1016/j.tvjl.2014.04.003	24792451		MED24792451
8718	10.15283/ijsc.2014.7.1.30	24921025	PMC4049729	MED24921025
8719	10.5455/medarh.2014.68.79-81	27579477	PMC5006009	MED27579477
8720	10.1002/cnm.2805	27229881		MED27229881
8721	10.1042/bsr20170109	28539331	PMC5518463	MED28539331
8722	10.1371/journal.pone.0094855	24722758	PMC3983263	MED24722758
8723	10.1155/2014/654578	24818020	PMC4000673	MED24818020
8724	10.1089/scd.2011.0699	22272916		MED22272916
8725	10.1007/s13277-014-1885-1	24705863		MED24705863
8726	10.1042/bsr20182500	30975731	PMC6505192	MED30975731
8727	10.1063/1.3679869	22320737		MED22320737
8728	10.2165/11598440-000000000-00000	22233456		MED22233456
8729	10.1186/1749-799x-9-26	24735864	PMC4234934	MED24735864
8730	10.1016/j.jflm.2011.12.005	22391007		MED22391007
8731	10.1371/journal.pone.0093648	24699518	PMC3974783	MED24699518
8732	10.1111/j.1532-5415.2010.02989.x	20942877		MED20942877
8733	10.1007/s10865-012-9399-z	22311103		MED22311103
8734	10.4103/1658-354x.130727	24843339	PMC4024683	MED24843339
8735	10.1371/journal.pone.0093095	24691404	PMC3972203	MED24691404
8736		24761379	PMC3994719	MED24761379
8737	10.1371/journal.pone.0094845	24728374	PMC3984250	MED24728374
8738		26045978	PMC4449427	MED26045978
8739	10.1186/s13046-017-0569-2	28716136	PMC5514535	MED28716136
8740	10.1007/s10661-011-2501-0	22270589		MED22270589
8741	10.1016/j.brainres.2016.06.028	27335313		MED27335313
8742	10.1098/rspb.2013.3166	24671972	PMC3996602	MED24671972
8743	10.1007/s00018-013-1376-3	25031550	PMC3962223	MED25031550
8744	10.4103/0976-237x.132376	24963258	PMC4067795	MED24963258
8745	10.1089/neu.2016.4770	27912253	PMC5397223	MED27912253
8746	10.1186/1471-230x-14-62	24708487	PMC4005831	MED24708487
8747	10.1186/1476-4598-13-69	24655565	PMC3976636	MED24655565
8748	10.3928/01477447-20140401-66	24762850		MED24762850
8749	10.7314/apjcp.2012.13.5.1823	22901129		MED22901129
8750	10.2174/092986712800229078	22414106		MED22414106
8751	10.1111/j.1365-2044.2011.06976.x	22150496		MED22150496
8752	10.3390/nano4020203	28344219	PMC5304672	MED28344219
8753	10.1155/2014/931850	24757683	PMC3976925	MED24757683
8754	10.1016/j.peptides.2016.06.003	27298204		MED27298204
8755	10.1016/j.neulet.2012.01.005	22266238		MED22266238
8756	10.1155/2014/123918	24977099	PMC4062859	MED24977099
8757	10.1007/s11096-012-9608-4	22249783		MED22249783
8758	10.2147/ndt.s54115	24707179	PMC3971935	MED24707179
8759	10.1111/joa.12149	24754054		MED24754054
8760	10.3389/fncom.2014.00030	24744723	PMC3978314	MED24744723
8761	10.7554/elife.44594	31012847	PMC6513555	MED31012847
8762	10.1038/s41598-017-04113-w	28680141	PMC5498629	MED28680141
8763	10.1177/030006051204000509	23206452		MED23206452
8764	10.1242/jcs.183640	27298228		MED27298228
8765	10.1016/j.ymthe.2017.06.028	28750739	PMC5628865	MED28750739
8766	10.1016/j.brainres.2016.05.049	27268413		MED27268413
8767	10.1155/2014/103459	24772442	PMC3964760	MED24772442
8768	10.4318/tjg.2012.0589	23794308		MED23794308
8769	10.1186/1746-1596-9-50	24602369	PMC4045921	MED24602369
8770	10.1159/000333269	22212943		MED22212943
8771	10.4103/0972-124x.131354	24872642	PMC4033900	MED24872642
8772		24772135	PMC3999002	MED24772135
8773	10.1016/j.bbr.2014.02.052	24632471	PMC4162858	MED24632471
8774	10.1042/bsr20170136	28546229	PMC6434084	MED28546229
8775	10.1042/bsr20170186	28522550	PMC6434087	MED28522550
8776	10.1016/j.colsurfb.2011.11.049	22225943		MED22225943
8777	10.1371/journal.pone.0090318	24587321	PMC3938668	MED24587321
8778	10.1186/1746-1596-9-59	24636669	PMC3995496	MED24636669
8779	10.1016/j.joen.2011.10.010	22244631		MED22244631
8780	10.1016/j.ejso.2014.01.006	25239442		MED25239442
8781	10.4238/gmr.15027656	27323092		MED27323092
8782	10.1007/s11033-014-3317-0	24595449		MED24595449
8783	10.1104/pp.16.00597	27255486		MED27255486
8784	10.1038/bjc.2014.72	24595002	PMC3992510	MED24595002
8785	10.1111/clr.12364	24602080		MED24602080
8786		22199300		MED22199300
8787	10.4238/gmr.15027526	27323064		MED27323064
8788	10.1007/s11033-014-3313-4	24595448		MED24595448
8789	10.1007/s13277-014-1725-3	24557543		MED24557543
8790	10.1038/s41598-017-04584-x	28646213	PMC5482859	MED28646213
8791	10.1016/j.cognition.2014.12.003	25584463		MED25584463
8792	10.2217/nnm.15.67	26305189	PMC4557875	MED26305189
8793		26130980	PMC4482559	MED26130980
8794	10.3109/01443615.2014.970522	25384116		MED25384116
8795	10.1042/bsr20170019	28336765	PMC5479020	MED28336765
8796	10.4066/amj.2014.1956	24611076	PMC3941580	MED24611076
8797	10.15430/jcp.2014.19.1.39	25337571	PMC4189479	MED25337571
8798		24772143	PMC3999010	MED24772143
8799	10.1016/j.ejmech.2011.12.007	22209273		MED22209273
8800	10.1021/acs.nanolett.6b01525	27203611		MED27203611
8801	10.1016/j.phrs.2015.09.015	26404543		MED26404543
8802	10.1155/2014/827989	25614737	PMC4295351	MED25614737
8803	10.1126/science.aad8828	27257256		MED27257256
8804	10.1038/s41598-017-03978-1	28630403	PMC5476669	MED28630403
8805		24653606	PMC3959140	MED24653606
8806	10.3109/14756366.2011.641014	22149312		MED22149312
8807	10.1177/0269215516651979	27246516		MED27246516
8808	10.1007/s11033-014-3260-0	24566681		MED24566681
8809		22124592		MED22124592
8810	10.1007/s11948-017-9983-2	29119411	PMC5705731	MED29119411
8811		24624312	PMC3945826	MED24624312
8812	10.1158/0008-5472.can-15-2555	27216190		MED27216190
8813	10.1371/journal.pone.0196128	29694378	PMC5918910	MED29694378
8814		25161682	PMC4144375	MED25161682
8815	10.1016/j.ajog.2014.01.018	24560557		MED24560557
8816	10.3892/ijmm.2011.852	22139024		MED22139024
8817	10.4238/gmr.15027730	27323070		MED27323070
8818	10.1016/j.antiviral.2011.11.018	22178245		MED22178245
8819	10.4238/gmr.15027935	27323022		MED27323022
8820	10.1097/nmd.0000000000000872	30124572		MED30124572
8821	10.1103/physrevlett.107.217203	22181918		MED22181918
8822	10.1186/s12967-017-1242-4	28629466	PMC5477422	MED28629466
8823	10.1186/s13045-017-0493-0	28629431	PMC5477161	MED28629431
8824	10.1038/cr.2011.194	22143567		MED22143567
8825	10.1158/0008-5472.can-15-1553	27231202		MED27231202
8826	10.4238/gmr.15028173	27173339		MED27173339
8827	10.1016/j.bbrc.2011.11.074	22138653		MED22138653
8828	10.3892/ijo.2011.1268	22108866		MED22108866
8829	10.3892/etm.2014.1532	24669243	PMC3961121	MED24669243
8830	10.1007/s12272-011-1121-0	22139679		MED22139679
8831	10.1038/s41598-017-02961-0	28588301	PMC5460182	MED28588301
8832	10.1097/md.0000000000003621	27227922	PMC4902346	MED27227922
8833	10.3892/ijmm.2014.1650	24535292	PMC3976143	MED24535292
8834	10.4238/gmr.15025866	27173273		MED27173273
8835	10.1186/1757-2215-7-9	24444095	PMC3902002	MED24444095
8836	10.1371/journal.pone.0086465	24466108	PMC3896474	MED24466108
8837	10.1016/j.transproceed.2011.08.047	22099836		MED22099836
8838	10.1089/dna.2011.1415	22011216		MED22011216
8839	10.3389/fpls.2014.00016	24550926	PMC3912384	MED24550926
8840	10.1155/2014/463109	24639904	PMC3930133	MED24639904
8841	10.1016/j.saa.2016.04.043	27156099		MED27156099
8842	10.1177/0271678x17708917	28524762	PMC5987932	MED28524762
8843	10.1002/adhm.201600169	27125765		MED27125765
8844	10.1007/s11033-014-3161-2	24458828		MED24458828
8845	10.1177/0748233711422728	22033423		MED22033423
8846	10.3758/s13423-017-1319-3	28577274		MED28577274
8847	10.1016/j.biortech.2011.10.056	22078970		MED22078970
8848	10.1155/2014/131794	24592336	PMC3926341	MED24592336
8849	10.1111/j.1745-6584.2011.00876.x	22023718		MED22023718
8850	10.1038/nbt.3547	27136078		MED27136078
8851	10.5152/tjg.2014.7674	25910292		MED25910292
8852	10.1016/j.semcancer.2016.11.007	27840279		MED27840279
8853	10.1038/srep37227	27876813	PMC5120334	MED27876813
8854	10.1089/ten.tea.2011.0443	22029902		MED22029902
8855	10.1038/cddis.2017.223	28542127	PMC5520737	MED28542127
8856	10.1016/j.neuroscience.2011.10.029	22056957		MED22056957
8857	10.1016/j.jpain.2013.12.004	24393700		MED24393700
8858	10.1007/s10620-016-4149-7	27074923		MED27074923
8859	10.1080/07391102.2011.10507386	21875150		MED21875150
8860	10.1155/2014/863272	26904742	PMC4745458	MED26904742
8861		24300611		MED24300611
8862	10.3109/14756366.2011.615746	21961649		MED21961649
8863	10.5455/medarh.2014.68.132-136	24937940	PMC4986833	MED24937940
8864	10.1007/s13277-013-1105-4	24022663		MED24022663
8865	10.4103/1450-1147.138570	25191108	PMC4149764	MED25191108
8866	10.1016/j.jaci.2019.11.041	31837371	PMC7214202	MED31837371
8867	10.3978/j.issn.2078-6891.2014.055	25436129	PMC4226830	MED25436129
8868		24443062		MED24443062
8869	10.1038/s41593-020-0628-4	32424282	PMC7456619	MED32424282
8870	10.1155/2013/640582	24454404	PMC3888689	MED24454404
8871	10.1136/jclinpath-2011-200046	21653655		MED21653655
8872	10.1042/bsr20160542	28381518	PMC5434889	MED28381518
8873	10.1155/2013/851518	24455245	PMC3886402	MED24455245
8874	10.1515/jpem-2013-0061	23640935		MED23640935
8875	10.4103/0019-5154.105317	23372221	PMC3555382	MED23372221
8876	10.4103/1450-1147.138579	25191117	PMC4149775	MED25191117
8877	10.4103/0972-2327.128585	24753681	PMC3992754	MED24753681
8878	10.1186/2047-783x-18-59	24360312	PMC3878504	MED24360312
8879	10.1038/nature17620	27075097		MED27075097
8880	10.1039/c5nr09227b	26869098		MED26869098
8881	10.4103/0972-124x.147399	25624623	PMC4296451	MED25624623
8882	10.1042/bsr20160578	28314786	PMC5408711	MED28314786
8883	10.1155/2013/234683	24455414	PMC3876914	MED24455414
8884	10.1563/aaid-joi-d-11-00071	21905899		MED21905899
8885	10.4238/gmr.15017480	27051014		MED27051014
8886	10.1186/2047-783x-18-57	24330838	PMC3878683	MED24330838
8887	10.4103/1450-1147.138571	25191109	PMC4149765	MED25191109
8888		25042190		MED25042190
8889	10.4103/0976-237x.128669	24808698	PMC4012121	MED24808698
8890	10.4103/1658-354x.125917	24665236	PMC3950448	MED24665236
8891	10.1128/aac.02427-13	24366739	PMC3957904	MED24366739
8892	10.1016/j.sder.2012.08.003	23174496		MED23174496
8893	10.4238/gmr.15028077	27173188		MED27173188
8894	10.1038/ncomms15192	28480893	PMC5424145	MED28480893
8895	10.1371/journal.pone.0082375	24376532	PMC3871160	MED24376532
8896	10.1371/journal.pone.0084127	24376788	PMC3869857	MED24376788
8897		22393576		MED22393576
8898		24453452	PMC3895725	MED24453452
8899	10.1007/s11523-015-0390-9	26408293		MED26408293
8900	10.1136/heartjnl-2011-300740	21917665		MED21917665
8901	10.1016/j.jacc.2017.12.046	29495996	PMC5835222	MED29495996
8902	10.1186/1757-2215-6-92	24341673	PMC3892009	MED24341673
8903	10.1111/joa.12146	28349544		MED28349544
8904	10.1038/srep44688	28425477	PMC5397903	MED28425477
8905	10.1042/bsr20160532	28143959	PMC5398253	MED28143959
8906	10.1016/j.exer.2018.11.016	30448341	PMC6380173	MED30448341
8907	10.1371/journal.pone.0083080	24376640	PMC3869743	MED24376640
8908	10.1111/j.1525-139x.2011.00923.x	21895770		MED21895770
8909	10.1186/2047-783x-18-58	24345260	PMC3878560	MED24345260
8910	10.3109/08923973.2011.602690	21854169		MED21854169
8911	10.1097/aog.0b013e3182310cc3	21860317		MED21860317
8912	10.1103/physrevlett.107.080403	21929149		MED21929149
8913	10.1172/jci.insight.125172	30835717	PMC6538384	MED30835717
8914	10.1186/1757-2215-6-88	24314048	PMC4029308	MED24314048
8915	10.3109/09637486.2011.607801	21838591		MED21838591
8916	10.1038/srep45608	28406150	PMC5390276	MED28406150
8917	10.1159/000443064	26964005		MED26964005
8918	10.1007/s10735-013-9556-x	24292656		MED24292656
8919	10.1155/2013/607935	24386572	PMC3872377	MED24386572
8920	10.1021/nn202932z	21838248		MED21838248
8921	10.1186/1471-2377-13-181	24256571	PMC4225573	MED24256571
8922	10.1093/carcin/bgw034	26992900		MED26992900
8923	10.7554/elife.44213	30785397	PMC6382351	MED30785397
8924	10.1016/j.aca.2016.02.035	27086097		MED27086097
8925	10.1097/aog.0b013e3182310c97	21860315		MED21860315
8926		24570832	PMC3933803	MED24570832
8927	10.1016/j.chemosphere.2016.02.103	26946114		MED26946114
8928	10.1097/aln.0000000000002816	31246604	PMC6726118	MED31246604
8929	10.1093/jisesa/iey013	29718482	PMC5830971	MED29718482
8930	10.1038/emm.2016.173	28386125	PMC5420796	MED28386125
8931	10.1016/j.carbpol.2011.07.052	34662971		MED34662971
8932	10.1371/journal.pone.0080145	24244631	PMC3828185	MED24244631
8933	10.1039/c1cc14147c	21869962		MED21869962
8934	10.1002/lt.22337	21584929		MED21584929
8935	10.1007/s00404-014-3486-z	25304269		MED25304269
8936	10.1155/2013/163062	24319696	PMC3844227	MED24319696
8937	10.1007/s13277-013-1298-6	24293373		MED24293373
8938	10.1186/1472-6882-13-309	24206767	PMC4226250	MED24206767
8939	10.1227/neu.0b013e31822f4927	21796001		MED21796001
8940	10.3904/kjim.2015.30.4.554	26161026	PMC4497347	MED26161026
8941	10.1177/0956797611418348	21821823		MED21821823
8942	10.1186/1476-4598-12-147	24261856	PMC4221991	MED24261856
8943	10.1089/cbr.2015.1952	26910576		MED26910576
8944		24294399	PMC3843293	MED24294399
8945	10.1352/1934-9556-49.4.221	21721976		MED21721976
8946	10.1007/s12639-013-0371-9	26345039	PMC4554596	MED26345039
8947	10.1039/c5cp07676e	26888279		MED26888279
8948	10.1007/s12011-011-9149-z	21766233		MED21766233
8949	10.1111/jnc.13452	26640965		MED26640965
8950	10.1007/s13311-016-0500-0	28083805	PMC5398981	MED28083805
8951	10.1007/s00210-016-1221-y	26892272		MED26892272
8952	10.1371/journal.pone.0079655	24244539	PMC3820664	MED24244539
8953	10.3892/ijo.2016.3398	26892350		MED26892350
8954	10.1111/acer.12982	26934204		MED26934204
8955	10.1016/j.bmc.2011.07.014	21807525		MED21807525
8956	10.3892/ijmm.2016.2511	26935869		MED26935869
8957	10.1161/hypertensionaha.111.175463	21768528		MED21768528
8958	10.3109/14767058.2012.714974	22958007		MED22958007
8959	10.1037/a0023172	21463078		MED21463078
8960	10.4103/0019-5413.121597	24379471	PMC3868147	MED24379471
8961	10.1155/2013/747898	24251047	PMC3819822	MED24251047
8962	10.1074/jbc.ra118.003940	30327428	PMC6295715	MED30327428
8963	10.1155/2013/421569	24222737	PMC3809599	MED24222737
8964	10.1186/1471-2482-13-s2-s25	24267004	PMC3851160	MED24267004
8965	10.1007/s00380-011-0165-x	21688013		MED21688013
8966	10.1186/1471-2164-14-s5-s6	24564733	PMC3852186	MED24564733
8967	10.5312/wjo.v4.i4.316	24147269	PMC3801253	MED24147269
8968	10.1104/pp.16.00031	26884488		MED26884488
8969	10.1007/s10620-015-3905-4	26500117		MED26500117
8970	10.3109/10428194.2011.591005	21699387		MED21699387
8971	10.1038/jhg.2011.62	21677664		MED21677664
8972	10.1155/2014/346834	25276130	PMC4167806	MED25276130
8973	10.1073/pnas.1620982114	28289221	PMC5380045	MED28289221
8974	10.1161/jaha.116.004756	28288971	PMC5524009	MED28288971
8975	10.4103/0377-4929.125377	24441251		MED24441251
8976	10.1371/journal.pone.0075928	24098407	PMC3788032	MED24098407
8977	10.1007/s13277-013-1070-y	24136740		MED24136740
8978	10.1155/2013/602407	24191207	PMC3804365	MED24191207
8979	10.1016/j.jamcollsurg.2015.12.018	26831366		MED26831366
8980	10.1128/aem.03445-16	28159785	PMC5359494	MED28159785
8981	10.1136/bjo.2009.157586	19726425		MED19726425
8982		22207911		MED22207911
8983	10.3892/or.2016.4610	26846256		MED26846256
8984	10.1111/cbdd.12707	26684343		MED26684343
8985	10.3892/etm.2013.1340	24255666	PMC3829731	MED24255666
8986	10.1016/j.celrep.2016.01.032	26854225		MED26854225
8987	10.1038/ncomms14687	28276427	PMC5347136	MED28276427
8988	10.1097/fjc.0000000000000321	26371949		MED26371949
8989	10.1016/s1567-5688(11)70148-9	25604053		MED25604053
8990	10.1097/prs.0b013e3182131de2	21617427		MED21617427
8991	10.1111/j.1440-172x.2011.01938.x	21605271		MED21605271
8992		21623320		MED21623320
8993	10.1016/j.yexcr.2016.01.010	26806855		MED26806855
8994	10.3969/j.issn.1673-5374.2013.30.006	25206605	PMC4146011	MED25206605
8995	10.1007/s12298-012-0120-z	24431531	PMC3781289	MED24431531
8996	10.1371/journal.pone.0072783	24069158	PMC3777958	MED24069158
8997	10.1016/j.ijsu.2014.08.389	25159546		MED25159546
8998	10.1155/2014/640754	25184144	PMC4145541	MED25184144
8999	10.1089/cbr.2014.1778	26844847		MED26844847
9000	10.1001/jamainternmed.2018.3713	30193239	PMC6233757	MED30193239
9001	10.1042/bsr20160519	28108672	PMC5333779	MED28108672
9002	10.1086/699838	30332581		MED30332581
9003	10.1186/2047-783x-18-37	24093889	PMC3852022	MED24093889
9004	10.1126/sciadv.aba0145	32270048	PMC7112756	MED32270048
9005		26261684	PMC4526018	MED26261684
9006	10.3892/ol.2013.1586	24179504	PMC3813612	MED24179504
9007	10.1111/clr.12258	24025159		MED24025159
9008	10.1134/s000629791209012x	23157265		MED23157265
9009	10.7860/jcdr/2013/6138.3422	24179960	PMC3809699	MED24179960
9010	10.1016/j.canlet.2016.01.023	26806810		MED26806810
9011	10.3390/ijms19010258	29337876	PMC5796204	MED29337876
9012	10.5312/wjo.v3.i9.137	23173109	PMC3502609	MED23173109
9013	10.1155/2013/160157	27335673	PMC4890910	MED27335673
9014	10.1074/jbc.m117.775205	28209712	PMC5409457	MED28209712
9015	10.1016/j.stemcr.2017.01.023	28238797	PMC5355679	MED28238797
9016	10.1371/journal.pone.0073481	24023878	PMC3762750	MED24023878
9017	10.2147/ijn.s49000	24039419	PMC3771748	MED24039419
9018		24130939	PMC3793499	MED24130939
9019	10.1007/s13277-013-1107-2	24048755		MED24048755
9020	10.1007/s00404-011-1931-9	21594601		MED21594601
9021	10.1007/s00380-011-0153-1	21618026		MED21618026
9022	10.1016/j.chemosphere.2015.12.092	26751128		MED26751128
9023	10.1038/cddis.2017.54	28230861	PMC5386494	MED28230861
9024	10.3109/14756366.2011.578743	21612370		MED21612370
9025	10.1186/ar4300	24286160	PMC3978728	MED24286160
9026	10.1021/bc2001006	21517120		MED21517120
9027	10.3978/j.issn.2306-9759.2014.07.01	27358861	PMC4923514	MED27358861
9028	10.1016/j.mehy.2011.04.015	21570775		MED21570775
9029	10.1097/aog.0b013e31821d7d88	21508785		MED21508785
9030	10.1038/srep42707	28198427	PMC5309879	MED28198427
9031	10.1007/s00438-012-0710-z	22893106		MED22893106
9032	10.1186/2047-783x-18-29	24004856	PMC3766679	MED24004856
9033	10.1111/jcmm.12579	25945422	PMC4568918	MED25945422
9034	10.1093/jxb/erv542	26712825		MED26712825
9035	10.1155/2013/782450	24078924	PMC3771264	MED24078924
9036	10.1258/ar.2011.100462	21508201		MED21508201
9037		21567997		MED21567997
