pmid,doi
24251390,10.2174/1567205010666131119233044
24237003,10.1080/10408398.2011.594185
26693245,10.1155/2015/764238
24378476,10.1007/s00430-013-0323-0
30206213,10.1038/s41419-018-1002-2
30258434,10.3389/fimmu.2018.01940
24358991,10.3109/0284186x.2013.866270
25589181,
25487946,
25317804,
24600980,
24398533,10.3892/mmr.2014.1885
30200804,10.1080/15384101.2018.1502574
26614779,10.1177/1533034615617650
26697292,10.1016/j.fob.2015.11.001
30042166,10.1042/bsr20180420
28403083,10.1097/md.0000000000006519
27882418,10.1007/s00268-016-3845-y
25327746,
24122418,10.1007/s11010-013-1820-6
23271203,10.3233/ch-121665
24337850,10.1007/s11596-013-1213-9
29024606,10.1139/bcb-2017-0126
29769415,10.1042/bsr20171615
26958267,
24327005,10.1007/s00590-013-1385-9
30161241,10.1371/journal.pone.0203433
26604788,10.2147/ott.s79282
24374253,10.1016/j.envres.2013.11.001
24378350,10.1016/j.jep.2013.12.032
25113641,10.1007/s12013-014-0175-2
28924946,10.3758/s13423-017-1376-7
26823768,
26524275,10.1037/ser0000047
25822453,10.1007/s11999-015-4269-y
26521234,10.1186/s13000-015-0436-4
24228804,10.3109/13697137.2013.861815
26693396,10.1016/j.fob.2015.10.009
26601276,10.1126/sciadv.1400220
26572130,10.1186/s13014-015-0534-1
22995950,10.4161/sgtp.22289
30185781,10.1038/s12276-018-0133-y
24325397,10.1021/la404125u
24043122,10.4014/jmb.1308.08059
26537752,10.1177/1352458515595191
26453375,10.3109/14767058.2015.1105955
25524637,10.1002/hon.2185
26814460,10.1590/1678-775720150285
26761891,10.5851/kosfa.2015.35.5.630
26539188,10.3389/fmicb.2015.01167
26527889,10.2147/ott.s91035
26998181,10.2174/1874120701509010318
26539076,10.3389/fnins.2015.00380
26477645,10.1038/srep15151
26568859,10.5812/ircmj.21341
30117667,10.1111/jcmm.13716
24460967,10.1134/s0006297913120031
26997697,10.4103/0250-474x.174989
28782841,10.1002/jcb.26330
26099269,10.1104/pp.15.00719
24241792,10.1007/s00408-013-9509-x
26998174,10.2174/1874120701509010288
24276371,10.1007/s00709-013-0586-8
26566453,10.5812/ircmj.29706
30174825,10.1039/c5ra19106h
25537824,10.1111/bph.13054
30139377,10.1186/s13287-018-0952-8
26998173,10.2174/1874120701509010282
26998182,10.2174/1874120701509010322
28643818,10.1093/ckj/sfw060
28796375,10.1002/jcb.26344
26471341,10.4132/jptm.2015.09.11
26601314,10.1126/sciadv.1500781
26770353,
26640678,10.1002/ece3.1786
24182796,10.1016/j.transproceed.2013.07.059
24154912,10.7863/ultra.32.11.2047
26431046,10.1371/journal.pone.0138973
26504894,10.1155/2015/207174
26192111,10.1097/mbc.0000000000000318
28816378,10.1002/jcb.26354
24237384,10.1080/14786419.2013.855931
26504266,10.1589/jpts.27.2671
24138177,10.3109/13697137.2013.850479
26220736,10.1111/bph.13259
26415857,10.1186/s13000-015-0391-0
24463259,10.1016/j.actatropica.2013.10.010
24162022,10.1254/jphs.13069fp
30010468,10.1080/15384101.2018.1496745
27334434,10.1007/s12011-016-0788-y
26431488,10.1371/journal.pone.0139044
26692669,10.4103/0974-7796.157971
26516635,10.1155/2015/729634
26495419,10.1155/2015/232193
23439334,10.1519/jsc.0b013e318289e59f
26446495,10.1186/s13000-015-0422-x
24198204,10.1007/s12032-013-0756-8
26440810,10.1089/dia.2015.0104
26439925,10.1007/s00018-015-2020-1
26491713,10.1155/2015/418060
24231743,10.1016/j.saa.2013.10.073
28702230,10.1186/s40842-015-0011-7
24156249,10.1517/14656566.2014.853038
26377680,10.1186/s13000-015-0400-3
26472971,10.4048/jbc.2015.18.3.218
30072578,10.1074/mcp.ra118.000792
24154878,10.1007/s13353-013-0174-9
26491710,10.1155/2015/147678
24079275,10.1021/la403158d
30120059,10.1016/j.ymthe.2018.07.023
29888640,10.1080/15384101.2018.1475829
29713957,10.3758/s13415-018-0600-x
26629252,
26448745,10.1155/2015/809842
26352673,10.3892/ijo.2015.3147
28685847,10.1002/jcb.26270
26628976,
24079711,10.1089/scd.2013.0059
29717028,10.1042/bsr20180277
28151913,10.1097/md.0000000000006042
24123551,10.1002/ajhb.22458
24077069,10.1016/j.ridd.2013.07.020
26353858,10.1007/s13277-015-4045-3
28823248,10.1186/s12916-017-0919-0
26388701,10.1186/s12935-015-0237-6
26377406,10.1186/s13000-015-0393-y
26712967,10.4103/0259-1162.158010
26628935,10.2174/1874120701509010240
24237818,10.1016/j.jflm.2013.09.016
26550456,
26367459,10.1371/journal.pone.0137881
28816461,10.1021/acs.orglett.7b02161
24129711,10.1007/s00259-013-2535-3
30006571,10.1038/s41598-018-28906-9
26351866,10.3892/mmr.2015.4294
30024092,10.1111/jcmm.13760
26712979,10.4103/0259-1162.161806
26617713,
26538764,10.4103/0019-5413.164043
30972147,10.2174/1874120701509010188
26628932,10.2174/1874120701509010224
29702878,10.1016/j.vhri.2013.07.006
26617742,
26473065,10.5812/ircmj.12596
26435620,
30972146,10.2174/1874120701509010179
28484577,10.2174/1874120701509010185
24077839,10.1007/s00432-013-1492-3
32024704,10.1128/msphere.00925-19
30001707,10.1186/s12943-018-0845-6
26617705,
29973492,10.3390/molecules23071623
26550248,
26550123,
29988040,10.1038/s41419-018-0772-x
26322234,10.1186/s40201-015-0216-9
26316014,10.1038/srep13583
23989247,
24035906,10.1016/j.biocel.2013.09.003
26345468,10.2147/ott.s86536
31682133,10.1021/acs.orglett.9b03678
25422628,10.4103/1658-354x.140919
28079245,10.1590/s0004-2803.2017v54n1-15
26347321,10.2147/ott.s87976
26248880,10.1186/s13000-015-0371-4
26550235,
26300649,10.2147/ott.s77709
28636115,10.1002/jcb.26229
31792116,10.1523/eneuro.0183-19.2019
29899166,10.1042/bsr20180532
25695040,10.3389/fpubh.2014.00154
25767786,
24030806,10.1002/path.4254
26339266,10.1155/2015/603529
23999824,10.1007/s13277-013-1111-6
28729508,10.1126/science.aag2792
31559923,10.1089/ten.tea.2019.0175
26345804,10.4238/2015.july.31.21
26609492,
27687368,10.1016/j.jclinane.2016.04.006
26226399,10.1371/journal.pone.0134591
29700214,10.1042/bsr20171523
32019251,10.3390/ijerph17030873
26245198,10.1186/s13000-015-0348-3
29929545,10.1186/s12943-018-0844-7
24713019,10.1111/ijn.12129
27123307,10.1186/s40560-016-0140-9
27997553,10.1371/journal.pone.0167692
26622784,10.3892/ol.2015.3587
26270671,10.3390/ijerph120809375
26209100,10.1186/s13000-015-0366-1
26207341,10.1038/srep12477
26228085,10.1038/srep12460
28724188,10.1002/jbt.21962
26194496,10.1186/s13000-015-0323-z
28705727,10.1016/j.yexcr.2017.07.010
26225121,10.1186/s12935-015-0226-9
26273314,10.1155/2015/704781
29298993,10.1038/s41477-017-0085-6
26379959,
30387333,10.1631/jzus.b1700516
23897559,10.1007/s13277-013-0873-1
26170013,10.1186/s13000-015-0338-5
26165362,10.3892/mmr.2015.4074
26229485,10.2147/ott.s72457
26229486,10.2147/ott.s85383
26213648,10.7717/peerj.1069
26229488,10.2147/ott.s78461
26379850,
27855529,10.1080/14767058.2016.1262342
26134399,10.1186/s13000-015-0327-8
31482768,10.1080/19393210.2013.820221
26366259,10.5001/omj.2015.52
29880818,10.1038/s41419-018-0706-7
23850473,10.1016/j.bbagen.2013.06.039
23893380,10.1007/s13277-013-1001-y
31636039,10.1016/j.ymthe.2019.09.024
28513870,10.1002/jcb.26137
23872382,10.1016/j.ejphar.2013.07.011
27025843,10.1007/s12350-016-0452-0
29866673,10.1136/bcr-2017-223902
31596494,10.1001/jamanetworkopen.2019.12895
26312226,10.4103/2231-0762.161227
23850490,10.1016/j.molcel.2013.06.005
26088761,10.1186/s13000-015-0322-0
26221559,10.1155/2015/905097
26088136,10.1074/jbc.m115.659011
25084751,10.1007/s10552-014-0436-9
26155454,10.1186/s40064-015-1059-7
26137939,10.1186/s13000-015-0324-y
26151733,10.3892/mmr.2015.4033
29787572,10.1371/journal.pone.0196528
26126936,10.1038/srep11463
26075016,10.1186/s13013-015-0043-x
23839599,10.1007/s11250-013-0440-1
23822199,10.1089/thy.2012.0224
23862196,
28600130,10.1016/j.actbio.2017.06.010
31568523,10.1371/journal.pbio.3000168
23783020,10.1097/mpg.0b013e31829f12d0
23770326,10.1016/j.jsams.2013.05.004
26098560,10.1371/journal.pone.0125474
23809971,
23750740,10.1111/ggi.12099
23781985,10.3109/15368378.2013.801352
22528810,10.1007/s13238-012-2013-x
23860402,10.1016/j.saa.2013.06.050
29751743,10.1186/s12863-018-0620-0
26261542,
27110543,10.4103/2277-9175.178791
23743517,10.1192/bjp.bp.112.120055
23765390,10.1007/s10384-013-0252-x
29743070,10.1186/s12931-018-0788-x
29757192,10.1172/jci98769
28702222,10.1186/s40842-015-0002-8
26101687,10.1155/2015/547287
26309691,
23713706,10.1021/ac400377y
26167307,10.1155/2015/630430
29868030,10.3389/fimmu.2018.01085
26474031,10.12659/msm.894485
28561987,10.1111/jog.13354
26048406,10.1186/s12957-015-0607-5
26622397,10.3892/etm.2015.2531
35581819,10.1021/mz400145m
26056472,10.2147/ott.s79109
28611128,10.1161/circheartfailure.117.003960
28591045,10.1097/md.0000000000007072
26010572,10.1371/journal.pone.0127682
23744736,10.1002/jbm.b.32972
26269752,
30865236,10.1001/jamapsychiatry.2019.0020
23685891,10.1177/0300060513483414
23715118,10.1038/ki.2013.192
28538104,10.1139/bcb-2016-0216
23732925,10.3892/mmr.2013.1507
26170980,10.3892/ol.2015.3242
29339419,10.1042/bsr20171607
25961751,10.1371/journal.pone.0124428
33361818,10.1038/s41586-020-03074-x
23732700,10.3892/mmr.2013.1501
22307816,10.1002/hep.25634
27073740,
23708709,10.1016/j.ridd.2013.04.021
23651322,10.1111/1574-6968.12170
25953179,10.1128/genomea.00380-15
25973950,10.1371/journal.pone.0121175
29129658,10.1016/j.jconrel.2017.11.001
26269763,
26221223,
23688417,10.1016/j.ijbiomac.2013.05.004
24938196,10.4081/reumatismo.2014.764
26064130,10.1155/2015/690429
23707396,10.1016/j.yexcr.2013.05.012
26056476,10.2147/ott.s75864
23621384,10.1021/am4003815
27810717,10.1016/j.jad.2016.08.026
26905469,10.1016/j.ejogrb.2016.01.026
26191290,
25983438,10.4103/0972-5229.156487
23608384,10.1016/s1995-7645(13)60049-8
26009721,10.4103/2229-5178.156415
26221301,
25974230,10.1371/journal.pone.0125542
25720435,10.1042/bsr20150002
26855489,10.1007/s12291-015-0500-6
26045912,10.3342/ceo.2015.8.2.136
30682070,10.1371/journal.pone.0210943
23635087,10.1089/scd.2012.0416
25977697,10.1155/2015/321407
29677186,10.1371/journal.pntd.0006445
29740437,10.3389/fimmu.2018.00824
25897331,10.1186/s13195-015-0102-9
29641606,10.1371/journal.pntd.0006393
31465825,10.1016/j.jconrel.2019.08.028
31729529,10.1042/bsr20181716
31710081,10.1042/bsr20192414
23641911,10.3109/07357907.2013.789902
25167275,10.1103/physrevlett.110.154802
26178500,
26015935,10.3978/j.issn.2305-5839.2015.04.04
25934915,10.1542/pir.36-5-e14
24171996,10.5005/jp-journals-10024-1351
23608100,10.1016/j.neuroscience.2013.04.015
31789346,10.1042/bsr20191271
29643347,10.1038/s41467-018-03737-4
31869408,10.1093/gigascience/giz151
25872479,10.3892/ijo.2015.2959
23586984,10.1111/joa.12045
28514309,10.1097/md.0000000000006919
25912322,10.1538/expanim.15-0003
23597829,10.1016/j.neuroscience.2013.04.021
26131125,
31441605,10.1002/mgg3.860
23576100,10.1007/s00259-013-2401-3
29669232,10.1056/nejmoa1712231
29633510,10.1111/jcmm.13604
23603082,10.1016/j.ijbiomac.2013.04.033
29641615,10.1371/journal.pone.0194582
23413424,10.1161/atvbaha.112.300108
25889956,10.1186/s13000-015-0252-x
26015735,10.4103/0975-7406.155959
25861171,10.4103/0970-0218.153873
29619778,10.1002/14651858.cd012271.pub2
25931695,10.1589/jpts.27.627
25880338,10.1111/pan.12656
26175839,10.11604/pamj.2015.20.350.6572
25884935,10.1186/s13000-015-0251-y
25878715,10.1155/2015/462864
26808666,10.1016/j.ejogrb.2016.01.015
25763803,10.1039/c5dt00257e
26170816,10.4103/1673-5374.155429
23552208,10.1097/lgt.0b013e31826febb0
26868074,10.1016/j.ijgo.2015.09.019
23276805,10.1097/qad.0b013e32835e06e6
29593335,10.1038/s41598-018-23637-3
23635707,10.1097/01.aog.0000428788.74725.90
26473146,10.1186/s40200-015-0143-4
34522234,10.1007/s12195-015-0386-7
23473301,10.1089/hum.2012.097
25807561,10.1371/journal.pone.0121549
23511702,10.1097/gme.0b013e31827e25a5
28356234,10.1016/j.antiviral.2017.03.017
29540185,10.1186/s12943-018-0783-3
23231732,10.3109/00207454.2012.749256
27713769,
29534094,10.1371/journal.pone.0194172
26137152,10.3892/ol.2015.3075
29556076,10.1038/s41598-018-23141-8
26715522,10.1007/s00394-015-1140-6
25770438,10.1016/j.ijscr.2015.03.004
28357593,10.1007/s00774-017-0828-5
25793604,10.1371/journal.pone.0119225
29518164,10.1371/journal.pone.0193935
29982544,10.1093/jn/nxy116
26064224,
31693094,10.1042/bsr20191453
23410767,10.1016/j.jtcvs.2012.11.064
24715076,10.1001/jama.2014.1404
23445165,10.1111/brv.12025
23402941,10.1016/j.pbb.2013.02.001
26103185,10.1120/jacmp.v16i2.5165
29491403,10.1038/s41598-018-22098-y
23452838,10.1016/j.jmr.2013.02.009
25789188,10.1155/2015/980749
27182142,10.1016/j.jcot.2015.11.003
25709925,10.3980/j.issn.2222-3959.2015.01.27
23374023,10.3109/17549507.2013.763291
25728753,10.14348/molcells.2015.2327
26798580,10.3978/j.issn.2218-6751.2015.10.09
25932216,
26045985,
27532124,10.1371/journal.pone.0161150
26770654,10.1155/2016/4867124
31315438,10.1161/atvbaha.119.312964
26136909,10.3892/etm.2015.2306
28487020,10.1016/j.placenta.2017.03.008
29483567,10.1038/s41598-018-21997-4
26713319,10.1155/2015/981813
25932102,
30583852,10.1016/j.biopsych.2018.11.021
24547917,10.1517/14740338.2014.885948
29495995,10.1016/j.jacc.2017.11.071
23338900,10.3892/mmr.2013.1280
29471781,10.1186/s12868-018-0406-3
28880337,10.3928/1081597x-20170620-02
29483646,10.1038/s41388-018-0162-y
25745359,10.1186/s12935-014-0154-0
26609167,10.3945/jn.115.218883
26810338,10.1016/j.ijgo.2015.09.004
23561277,10.1016/j.jaging.2012.12.005
23494240,10.1007/s13277-013-0657-7
29483631,10.1038/s41598-018-22004-6
25932170,
25680421,10.1007/s11274-015-1821-6
25629696,10.1089/cbr.2014.1723
23307265,10.1007/s00595-012-0481-5
23607635,10.1111/asj.12020
23358926,10.1007/s11010-013-1573-2
23298375,10.3109/02688697.2012.757295
24702038,10.1139/apnm-2012-0274
23569129,10.1177/0300060513475571
29444704,10.1186/s13287-018-0772-x
29441717,10.1111/jcmm.13532
25635882,10.1371/journal.pone.0116375
23409279,10.1182/blood-2012-09-454793
23884831,
27478534,10.1155/2016/5846865
28193790,10.1542/peds.2016-2539
29410496,10.1038/s41598-018-20620-w
24822234,10.11607/ofph.1220
25691907,10.1155/2015/215892
28223018,10.1016/j.brainres.2017.02.018
23541262,10.1016/j.kjms.2012.08.031
25973299,
24500368,10.4012/dmj.2013-267
25612759,10.1136/bcr-2014-208484
25582198,10.1128/mcb.01242-14
29386068,10.1186/s13287-017-0745-5
23288888,10.1093/ehjci/jes308
24549759,10.1007/s00381-014-2383-x
29409498,10.1186/s12896-017-0409-7
23274035,10.1016/j.jocn.2012.02.025
29335299,10.1042/bsr20171563
25688279,10.1155/2015/825805
25592551,10.1007/s11095-015-1625-2
28161631,10.1016/j.bbrc.2017.01.170
28159471,10.1016/j.yexcr.2017.01.018
23865135,
29405315,10.1002/jat.3598
25593356,10.4103/0019-5413.143912
25852783,10.2174/1874120701408010131
25610879,10.1155/2014/790902
25968227,10.1519/jsc.0000000000000971
25370920,10.1042/bsr20140124
31114903,10.1093/nar/gkz432
25649059,10.1186/s40201-014-0153-z
25542007,10.1371/journal.pone.0115980
31604115,10.1016/j.canlet.2019.10.008
29348175,10.1074/jbc.m117.817932
23190393,10.3109/19396368.2012.723793
25383726,10.3109/01443615.2014.977781
25565864,10.2147/ott.s64092
28167280,10.1016/j.bbrc.2017.02.005
24708958,10.1016/j.carbpol.2014.01.067
26865835,10.1186/s12935-016-0278-5
26150866,10.12669/pjms.313.7170
25810882,
25738055,10.7860/jcdr/2015/10240.5463
25684504,10.7314/apjcp.2015.16.2.661
25558189,
23242980,10.1093/ejcts/ezs646
31206907,10.1002/hipo.23127
26074732,10.1186/s12935-015-0193-1
25528576,10.1016/j.bjid.2014.10.007
29352300,10.1371/journal.pone.0191485
26271422,10.17116/hirurgia2015638-43
25755727,
25755707,
25554109,10.1542/pir.36-1-31
25565776,10.2147/dddt.s71106
25663977,
29176000,10.1042/bsr20171184
25496472,10.1186/s13018-014-0133-0
25546234,10.1371/journal.pone.0115300
25671206,10.5717/jenb.2014.18.4.385
25525362,10.2147/ndt.s74952
29310682,10.1186/s12943-017-0752-2
23154441,10.1097/jnr.0b013e3182736363
30822311,10.1371/journal.pone.0212021
25664140,
28108624,10.1158/1541-7786.mcr-16-0309
26981507,10.4103/2278-330x.175953
25484052,10.4161/19420862.2014.975096
24987223,10.4103/0970-0358.129655
24672571,
29317710,10.1038/s41598-017-18509-1
23597912,10.1016/j.talanta.2012.11.019
25452665,10.1542/pir.35-12-e61
22465935,10.1097/mpg.0b013e3182575f9c
23112074,10.5301/hip.2012.9759
23117099,10.1016/j.rmed.2012.09.013
23150276,10.1177/0956797612446351
23106187,10.1111/jre.12020
28183199,10.1080/08958378.2016.1272653
27858200,10.1007/s10495-016-1314-6
25653972,10.7860/jcdr/2014/10481.5309
23101947,10.3171/2012.9.spine12687
25425524,10.1186/s13000-014-0223-7
24476883,10.1038/505622a
27578898,
25477256,10.1186/s13019-014-0194-5
25674234,
25621044,10.3892/ol.2014.2779
29466930,10.1177/1533034618756784
25621061,10.3892/ol.2014.2753
30175664,10.1177/1533033818790490
23107772,10.1016/j.gene.2012.10.047
29269749,10.1038/s41598-017-18334-6
25625073,10.4103/2231-0762.149026
24270269,10.1038/nn.3579
23106506,10.1902/jop.2012.120396
23098157,10.1021/la303455n
25409024,10.1371/journal.pone.0112838
29273065,10.1186/s13046-017-0661-7
23070905,10.1007/s11033-012-2029-6
27605815,10.1007/s12639-014-0611-7
25685750,10.5812/atr.22551
31138824,10.1038/s41598-019-44350-9
25550923,
30944690,10.4161/derm.29727
29398485,10.1016/j.ymthe.2017.12.017
25484598,10.2147/cpaa.s72234
24498488,
23053883,10.1007/s10620-012-2395-x
29242498,10.1038/s41419-017-0077-5
23048071,10.1161/circresaha.112.272567
23031085,10.6002/ect.2011.0205
22955361,10.1097/mcg.0b013e31826a857f
22985047,10.1089/rej.2012.1375
27355009,10.1155/2014/261952
24104933,10.1097/ico.0b013e3182a4786b
27934012,10.1021/jacs.6b08854
25538527,10.4103/1658-354x.144082
32909757,10.1021/acs.nanolett.0c02576
25550787,
25364278,10.2147/cpaa.s70707
27924780,10.3851/imp3115
26357515,10.1155/2015/315289
22957859,10.1111/j.1442-9071.2012.02862.x
31350343,10.1042/bsr20191123
29195904,10.1016/s2213-8587(17)30366-2
22914329,10.1093/rpd/ncs162
25270010,
22914990,10.1177/0146167212457074
24404354,
25320622,10.4048/jbc.2014.17.3.244
25324543,10.1074/jbc.m114.608596
21725405,
25336977,10.2147/ott.s68386
27351019,10.1155/2014/257805
29054962,10.1042/bsr20170856
31371629,10.1042/bsr20191226
26251766,10.7759/cureus.290
25339151,10.3892/ijmm.2014.1941
25278525,10.1128/genomea.00956-14
22887471,10.1002/hpm.2133
25286754,10.1007/s13277-014-2251-z
28024328,10.1021/acsnano.6b06597
27822714,10.1007/s12035-016-0248-x
31324733,10.1042/bsr20190819
22921392,10.1016/j.watres.2012.07.048
28864779,10.1042/bsr20170799
25257390,10.1186/s13000-014-0176-x
31013312,10.1371/journal.pone.0215840
25422601,10.4103/1658-354x.140817
28963374,10.1042/bsr20170803
27605782,10.1007/s12639-014-0576-6
25297825,10.1186/s13048-014-0089-z
28951520,10.1042/bsr20171070
28341638,10.1042/bsr20160523
25246801,10.2147/ott.s67624
22900760,10.1111/j.1556-4029.2012.02247.x
25257132,10.1186/s13000-014-0156-1
27119766,10.1590/1678-775720150393
27664030,10.1111/mmi.13534
27030241,10.1186/s12937-016-0148-y
25246986,10.2174/1874120701408010052
25298556,10.4103/0019-5413.139860
25276373,10.3978/j.issn.2072-1439.2014.09.03
25225509,10.12669/pjms.305.5312
22795227,10.1016/j.compbiomed.2012.06.008
25223338,10.1186/s40001-014-0050-z
22829627,10.1182/blood-2012-04-422907
22697417,10.2174/1567202611310010012
22411267,10.1097/mpg.0b013e318253b80a
25276464,10.1155/2014/281210
22823550,10.1089/cyber.2011.0569
22851382,10.1177/0956797612457151
25395881,10.5455/msm.2014.228-230
22815138,10.1002/jbm.a.34259
25193951,10.1093/ejcts/ezu318
29213964,10.1590/1980-57642015dn93000002
22588256,10.1124/jpet.112.193946
25632651,
25284853,10.4103/0019-5154.139879
25302187,10.7860/jcdr/2014/8462.4679
25135431,10.1007/s13277-014-2488-6
22749690,10.1016/j.urolonc.2012.05.009
29079776,10.1038/s41467-017-01224-w
22775243,10.1080/14786419.2012.704375
25512700,10.4137/ojcs.s16156
22807135,10.1002/chem.201201666
28355201,10.1038/pr.2017.83
25425824,10.4103/0972-124x.142457
25127032,10.1371/journal.pone.0105350
26089649,10.2147/dddt.s78962
26089637,10.2147/opth.s59725
25191336,10.3389/fpls.2014.00421
27856904,10.1126/science.aah4629
26928973,10.1159/000444711
26897360,10.12659/ajcr.896798
22772829,10.1007/s00894-012-1512-2
22696188,10.1007/s11033-012-1723-8
24112344,10.1016/j.jflm.2013.07.004
28821564,10.1042/bsr20171045
23945013,10.1586/14779072.2013.814867
22689146,10.1007/s00484-012-0561-7
22728106,10.1016/j.avsg.2011.12.015
25119290,10.1007/s00408-014-9631-4
25170273,10.2147/ott.s66809
25124047,10.1186/s13018-014-0075-6
25119597,10.1007/s13277-014-2464-1
25114790,10.1186/2047-9158-3-16
26048591,10.1177/0218492315589200
22642291,10.3109/08958378.2012.684077
31189740,10.1042/bsr20182196
31336757,10.3390/biom9070275
25026962,10.1186/1472-6882-14-243
25025684,10.1371/journal.pone.0102621
22682378,10.1016/j.clp.2012.04.010
25147838,10.1155/2014/206062
28759297,10.1080/21645515.2017.1349046
22378937,10.1124/jpet.111.190918
25092997,10.2147/dhps.s67328
25136392,10.2174/1874325001408010242
33074103,10.7554/elife.59795
22397943,10.1136/heartjnl-2011-301101
21131686,10.1177/1753193410390136
28821565,10.1042/bsr20170711
22364277,10.1089/ars.2011.4422
27484048,10.1111/cen.13170
27628655,10.1093/jnci/djw210
25973808,10.2105/ajph.2015.302623
25037728,10.1007/s10616-014-9763-7
22508774,10.1001/archdermatol.2012.418
25191189,10.4103/1658-354x.136435
25191179,10.4103/1658-354x.136417
22587598,10.1089/gtmb.2012.0033
22593442,
25023404,10.1007/s13277-014-2309-y
22548800,10.1016/j.bbrc.2012.04.068
25221706,10.4103/2141-9248.139321
24954350,10.3349/ymj.2014.55.4.1152
22559822,10.3109/02713683.2012.674610
23259159,
25899527,10.1007/s11845-015-1300-y
25336793,10.4103/0971-5851.142038
28878261,10.1038/s41598-017-10991-x
22593490,
25057492,10.1155/2014/526391
23806157,10.1016/j.clindermatol.2013.01.007
27554054,10.1177/1753425916663311
22507381,10.1016/j.cyto.2012.03.008
25050187,10.1155/2014/243746
23847650,10.3389/fgene.2013.00123
25104996,
24979649,10.1089/dna.2013.2253
24925287,10.1371/journal.pone.0099630
22641519,10.1590/s0102-311x2012000500015
22504585,10.3892/ijo.2012.1430
28724603,10.1042/bsr20170743
29440698,10.1038/s41598-018-21331-y
23761433,10.1177/0025802413477397
28855589,10.1038/s41598-017-10365-3
23786753,10.1017/s0317167100014797
24664237,10.2119/molmed.2013.00086
28874794,10.1038/s41598-017-10966-y
22504234,10.2169/internalmedicine.51.6942
31248210,10.3390/cells8060616
22468673,10.1089/dna.2011.1576
28874658,10.1038/s41467-017-00508-5
30281332,10.1165/rcmb.2018-0219oc
22554904,10.1016/j.neulet.2012.04.034
24912547,10.1038/sc.2014.98
28878290,10.1038/s41598-017-11142-y
23180023,10.1007/s12029-012-9459-1
28831035,10.1038/s41598-017-06656-4
24987684,10.1155/2014/479180
22468631,10.1080/14786419.2012.676546
22444622,10.1021/ja3012897
24901713,10.1371/journal.pone.0098560
25893197,10.1155/2015/731469
24966835,10.3389/fphar.2014.00137
22451114,10.1007/s10620-012-2108-5
22418284,10.4187/respcare.01631
24903567,10.1186/1746-1596-9-110
24886751,10.1186/2047-783x-19-31
22302027,10.1007/s00134-012-2481-8
25566454,10.5717/jenb.2014.18.2.181
25003729,10.12932/ap0360.32.2.2013
24963504,10.1155/2014/253713
28835671,10.1038/s41598-017-10027-4
22409156,10.3109/03639045.2012.665459
22090250,10.1097/prs.0b013e3182402f17
28123793,10.1515/tnsci-2015-0009
23802272,10.1182/blood-2013-01-480053
22381128,10.1111/j.1447-0756.2011.01754.x
25837705,10.1016/j.jpurol.2014.12.014
22334238,10.1038/ja.2012.3
27449609,10.1016/j.bbrc.2016.07.031
22342981,10.1016/j.bbrc.2012.02.006
22360771,10.1111/j.1751-553x.2012.01411.x
22288591,10.1111/j.1365-2249.2011.04542.x
28655852,10.1042/bsr20170021
30733594,10.1038/s41380-019-0364-x
25780874,10.3390/jfb6010104
30992390,10.1042/bsr20181635
23628920,10.1177/0300060513479859
24822112,10.3978/j.issn.2072-1439.2014.02.19
24784522,
28785038,10.1038/s41598-017-07882-6
20842514,10.1007/s10067-010-1565-5
22387888,10.1016/j.ijpharm.2012.02.027
28740094,10.1038/s41598-017-06353-2
24860602,10.1155/2014/571632
24876696,
27421008,10.4238/gmr.15028261
22298504,10.1002/pds.3208
22306959,10.1016/j.envpol.2012.01.006
28679648,10.1042/bsr20170710
24792451,10.1016/j.tvjl.2014.04.003
24921025,10.15283/ijsc.2014.7.1.30
27579477,10.5455/medarh.2014.68.79-81
27229881,10.1002/cnm.2805
28539331,10.1042/bsr20170109
24722758,10.1371/journal.pone.0094855
24818020,10.1155/2014/654578
22272916,10.1089/scd.2011.0699
24705863,10.1007/s13277-014-1885-1
30975731,10.1042/bsr20182500
22320737,10.1063/1.3679869
22233456,10.2165/11598440-000000000-00000
24735864,10.1186/1749-799x-9-26
22391007,10.1016/j.jflm.2011.12.005
24699518,10.1371/journal.pone.0093648
20942877,10.1111/j.1532-5415.2010.02989.x
22311103,10.1007/s10865-012-9399-z
24843339,10.4103/1658-354x.130727
24691404,10.1371/journal.pone.0093095
24761379,
24728374,10.1371/journal.pone.0094845
26045978,
28716136,10.1186/s13046-017-0569-2
22270589,10.1007/s10661-011-2501-0
27335313,10.1016/j.brainres.2016.06.028
24671972,10.1098/rspb.2013.3166
25031550,10.1007/s00018-013-1376-3
24963258,10.4103/0976-237x.132376
27912253,10.1089/neu.2016.4770
24708487,10.1186/1471-230x-14-62
24655565,10.1186/1476-4598-13-69
22901129,10.7314/apjcp.2012.13.5.1823
24762850,10.3928/01477447-20140401-66
22414106,10.2174/092986712800229078
22150496,10.1111/j.1365-2044.2011.06976.x
28344219,10.3390/nano4020203
24757683,10.1155/2014/931850
27298204,10.1016/j.peptides.2016.06.003
22266238,10.1016/j.neulet.2012.01.005
24977099,10.1155/2014/123918
22249783,10.1007/s11096-012-9608-4
24707179,10.2147/ndt.s54115
24754054,10.1111/joa.12149
24744723,10.3389/fncom.2014.00030
31012847,10.7554/elife.44594
28680141,10.1038/s41598-017-04113-w
23206452,10.1177/030006051204000509
27298228,10.1242/jcs.183640
